Date,Supplier,Country,Manufacturer,Region,Warehouse,Distribution_Center,Product,Quantity,Unit_Cost,Transport_Cost,Delivery_Time (days),Delay (days),Revenue,Mode_Of_Transport
2024-12-25,Supplier_A,Germany,Manu_Y,America,WH_SaoPaulo,DC_Toronto,Router,545,228,76,8,0,153690,Rail
2024-09-17,Supplier_D,India,Manu_Y,America,WH_Berlin,DC_Toronto,Tablet,1096,234,18,6,1,363872,Truck
2024-07-07,Supplier_D,Japan,Manu_Z,Europe,WH_Tokyo,DC_Rio,Monitor,1465,182,94,7,0,394085,Air
2025-05-13,Supplier_B,India,Manu_Y,Asia,WH_Delhi,DC_Rio,Tablet,1087,139,86,2,1,250010,Air
2024-01-13,Supplier_B,Brazil,Manu_X,Asia,WH_Tokyo,DC_Rio,Monitor,1023,237,78,8,1,344751,Air
2024-08-24,Supplier_B,USA,Manu_Z,Europe,WH_Tokyo,DC_Toronto,Phone,1699,237,34,10,0,484215,Air
2023-11-15,Supplier_A,USA,Manu_Z,America,WH_Delhi,DC_Mumbai,Phone,1344,230,83,3,1,436800,Truck
2023-08-31,Supplier_D,Japan,Manu_Z,Europe,WH_Tokyo,DC_Toronto,Laptop,1860,165,23,4,0,479880,Sea
2024-01-05,Supplier_D,USA,Manu_Z,Asia,WH_Delhi,DC_Seoul,Tablet,967,170,14,8,2,255288,Rail
2024-02-29,Supplier_C,India,Manu_X,Asia,WH_SaoPaulo,DC_Mumbai,Monitor,270,206,40,8,0,71280,Sea
2024-12-23,Supplier_C,Germany,Manu_X,America,WH_SaoPaulo,DC_Toronto,Router,378,65,82,6,0,54432,Rail
2024-04-18,Supplier_C,Japan,Manu_X,Asia,WH_Delhi,DC_Toronto,Laptop,336,71,85,3,0,53424,Sea
2024-06-12,Supplier_D,India,Manu_X,America,WH_Tokyo,DC_Seoul,Router,1765,218,79,7,0,467725,Air
2024-09-09,Supplier_D,China,Manu_X,Europe,WH_Chicago,DC_Paris,Laptop,775,217,58,7,0,195300,Truck
2024-10-07,Supplier_B,Germany,Manu_Z,Asia,WH_Berlin,DC_Paris,Tablet,825,260,35,6,0,235950,Sea
2025-07-30,Supplier_C,China,Manu_Y,Asia,WH_Chicago,DC_Paris,Laptop,909,153,65,8,1,227250,Air
2023-11-08,Supplier_D,Brazil,Manu_X,Europe,WH_Tokyo,DC_Paris,Router,827,247,23,5,0,220809,Sea
2023-11-08,Supplier_A,Japan,Manu_X,America,WH_Chicago,DC_Paris,Router,678,271,31,2,2,226452,Truck
2024-06-05,Supplier_A,USA,Manu_Z,Asia,WH_SaoPaulo,DC_Toronto,Tablet,817,69,73,7,2,129086,Truck
2024-08-24,Supplier_C,USA,Manu_Z,Asia,WH_SaoPaulo,DC_Mumbai,Monitor,1955,52,52,8,1,164220,Sea
2024-04-21,Supplier_A,USA,Manu_Y,Asia,WH_Chicago,DC_Seoul,Router,437,88,71,10,0,48070,Rail
2023-12-04,Supplier_B,Germany,Manu_X,Europe,WH_Berlin,DC_Rio,Phone,1949,136,76,8,2,409290,Truck
2024-08-30,Supplier_B,Japan,Manu_Y,Europe,WH_Delhi,DC_Toronto,Tablet,1014,290,91,9,1,395460,Truck
2025-05-21,Supplier_A,China,Manu_Y,America,WH_SaoPaulo,DC_Rio,Router,890,52,94,7,3,106800,Sea
2023-09-10,Supplier_C,Japan,Manu_X,America,WH_Berlin,DC_Mumbai,Tablet,1782,263,26,10,2,613008,Sea
2023-12-11,Supplier_D,Germany,Manu_Y,Asia,WH_SaoPaulo,DC_Toronto,Phone,199,221,13,6,0,54327,Sea
2023-12-07,Supplier_B,Germany,Manu_Y,America,WH_SaoPaulo,DC_Mumbai,Laptop,766,114,97,9,1,136348,Truck
2024-04-20,Supplier_A,China,Manu_X,Europe,WH_Tokyo,DC_Rio,Phone,629,65,37,9,1,103156,Air
2024-07-20,Supplier_A,Japan,Manu_Y,America,WH_Delhi,DC_Rio,Monitor,1472,87,23,2,0,267904,Air
2025-06-20,Supplier_D,Germany,Manu_Z,Europe,WH_Delhi,DC_Mumbai,Tablet,327,248,31,9,0,100062,Rail
2023-09-04,Supplier_C,Brazil,Manu_X,Asia,WH_Chicago,DC_Seoul,Monitor,728,293,71,5,1,267176,Sea
2024-12-07,Supplier_C,USA,Manu_Y,Europe,WH_Berlin,DC_Rio,Router,595,97,13,10,1,76755,Rail
2024-10-14,Supplier_A,Germany,Manu_Y,America,WH_Tokyo,DC_Toronto,Phone,497,67,61,8,1,70574,Truck
2025-08-06,Supplier_D,China,Manu_X,Asia,WH_Berlin,DC_Rio,Phone,1777,206,71,9,1,511776,Sea
2023-11-13,Supplier_D,China,Manu_Z,Europe,WH_Berlin,DC_Mumbai,Phone,458,186,59,7,0,128240,Truck
2025-02-08,Supplier_D,India,Manu_Z,Europe,WH_Tokyo,DC_Mumbai,Monitor,492,171,37,4,2,101844,Rail
2024-05-06,Supplier_C,Japan,Manu_Z,America,WH_Delhi,DC_Rio,Monitor,1748,254,90,3,0,478952,Air
2025-03-21,Supplier_B,Brazil,Manu_Y,America,WH_SaoPaulo,DC_Mumbai,Router,1720,210,76,8,0,421400,Truck
2024-05-11,Supplier_A,USA,Manu_Z,Europe,WH_Chicago,DC_Rio,Laptop,1239,222,72,3,0,325857,Air
2025-07-28,Supplier_C,Japan,Manu_Y,America,WH_SaoPaulo,DC_Toronto,Laptop,196,227,16,8,1,51744,Truck
2023-10-22,Supplier_A,Brazil,Manu_X,Europe,WH_SaoPaulo,DC_Rio,Router,220,66,27,4,0,22220,Air
2024-12-30,Supplier_A,India,Manu_X,Asia,WH_Delhi,DC_Mumbai,Monitor,1278,241,100,4,0,369342,Sea
2023-10-25,Supplier_B,Japan,Manu_Z,America,WH_Delhi,DC_Toronto,Phone,1886,111,80,8,0,337594,Air
2025-03-02,Supplier_D,Japan,Manu_X,Europe,WH_Delhi,DC_Toronto,Laptop,399,121,18,6,0,60648,Air
2024-04-09,Supplier_D,Germany,Manu_Z,Asia,WH_Chicago,DC_Paris,Laptop,1641,204,69,10,0,392199,Rail
2024-01-03,Supplier_C,USA,Manu_Y,Asia,WH_SaoPaulo,DC_Toronto,Laptop,1437,106,52,3,0,265845,Air
2024-09-08,Supplier_C,Japan,Manu_Y,Europe,WH_SaoPaulo,DC_Rio,Phone,159,186,39,3,0,40227,Air
2025-05-28,Supplier_C,Brazil,Manu_Y,Europe,WH_Tokyo,DC_Rio,Monitor,440,96,88,3,1,58080,Air
2023-12-24,Supplier_C,India,Manu_X,America,WH_Chicago,DC_Paris,Monitor,523,239,13,4,0,161084,Rail
2023-11-20,Supplier_A,Brazil,Manu_Y,America,WH_Tokyo,DC_Mumbai,Router,512,58,30,5,0,50176,Air
2024-11-13,Supplier_B,Brazil,Manu_Y,Asia,WH_Tokyo,DC_Rio,Phone,128,224,68,4,0,32256,Rail
2024-01-26,Supplier_D,USA,Manu_X,Europe,WH_SaoPaulo,DC_Rio,Router,366,199,50,6,1,87840,Truck
2025-05-09,Supplier_C,Brazil,Manu_Y,Asia,WH_Delhi,DC_Toronto,Laptop,1160,217,10,6,2,276080,Truck
2023-09-21,Supplier_A,Japan,Manu_Y,Europe,WH_Berlin,DC_Toronto,Router,992,197,28,10,0,249984,Sea
2024-05-10,Supplier_A,USA,Manu_Y,America,WH_Delhi,DC_Paris,Phone,583,264,67,7,1,199969,Sea
2024-04-03,Supplier_A,Germany,Manu_Y,Europe,WH_Delhi,DC_Mumbai,Tablet,295,169,64,10,0,56050,Truck
2025-06-30,Supplier_A,USA,Manu_Z,Europe,WH_Berlin,DC_Rio,Laptop,1104,227,56,6,1,276000,Rail
2025-01-21,Supplier_A,Brazil,Manu_Z,Asia,WH_Delhi,DC_Rio,Tablet,1125,123,18,3,0,227250,Truck
2024-11-12,Supplier_D,China,Manu_Y,Europe,WH_Tokyo,DC_Paris,Tablet,583,71,46,4,0,70543,Truck
2023-11-30,Supplier_A,Japan,Manu_Y,Asia,WH_Berlin,DC_Mumbai,Tablet,1971,79,39,8,2,287766,Air
2025-02-23,Supplier_A,India,Manu_X,Asia,WH_SaoPaulo,DC_Toronto,Monitor,264,259,30,8,0,92136,Air
2025-04-21,Supplier_D,India,Manu_Z,America,WH_SaoPaulo,DC_Rio,Tablet,451,145,76,3,0,90651,Truck
2024-11-08,Supplier_C,Japan,Manu_Z,America,WH_SaoPaulo,DC_Rio,Laptop,1007,199,31,2,0,285988,Rail
2024-08-30,Supplier_B,China,Manu_X,America,WH_SaoPaulo,DC_Mumbai,Tablet,1872,235,27,8,1,520416,Rail
2025-04-22,Supplier_A,Germany,Manu_Y,America,WH_Tokyo,DC_Rio,Laptop,267,292,42,4,2,92115,Air
2023-12-06,Supplier_D,India,Manu_X,Asia,WH_Delhi,DC_Paris,Monitor,543,216,96,10,0,157470,Air
2024-07-16,Supplier_A,Japan,Manu_Y,America,WH_Tokyo,DC_Rio,Monitor,639,174,73,9,0,126522,Air
2023-08-17,Supplier_D,India,Manu_Y,Europe,WH_Chicago,DC_Paris,Tablet,203,283,27,8,0,65163,Air
2025-07-24,Supplier_A,China,Manu_Z,America,WH_Berlin,DC_Rio,Router,1763,159,66,9,2,327918,Truck
2024-10-20,Supplier_A,Japan,Manu_X,Asia,WH_SaoPaulo,DC_Seoul,Router,1921,73,48,3,1,242046,Rail
2024-03-08,Supplier_D,India,Manu_Y,Asia,WH_SaoPaulo,DC_Mumbai,Monitor,620,210,15,6,0,146320,Truck
2024-07-28,Supplier_C,Brazil,Manu_X,Asia,WH_SaoPaulo,DC_Paris,Monitor,1832,115,49,6,0,313272,Rail
2025-02-14,Supplier_C,Germany,Manu_Y,Asia,WH_Delhi,DC_Mumbai,Phone,278,153,24,10,1,63106,Truck
2023-10-25,Supplier_B,India,Manu_Y,Europe,WH_Tokyo,DC_Paris,Laptop,932,112,66,5,1,164964,Air
2025-06-19,Supplier_D,China,Manu_Y,America,WH_Delhi,DC_Rio,Laptop,275,111,77,6,0,50050,Truck
2025-01-11,Supplier_A,China,Manu_Y,Asia,WH_SaoPaulo,DC_Toronto,Router,685,87,31,10,0,98640,Truck
2024-01-27,Supplier_A,Brazil,Manu_X,Europe,WH_Tokyo,DC_Toronto,Laptop,1227,254,23,4,2,348468,Air
2025-01-11,Supplier_A,India,Manu_X,America,WH_Chicago,DC_Paris,Router,1273,130,84,9,1,201134,Air
2024-07-11,Supplier_B,USA,Manu_Z,Asia,WH_Berlin,DC_Toronto,Laptop,619,121,35,8,0,93469,Truck
2024-12-16,Supplier_D,India,Manu_X,Asia,WH_Chicago,DC_Toronto,Phone,390,291,37,8,0,147030,Air
2024-08-18,Supplier_B,India,Manu_Y,Asia,WH_Delhi,DC_Paris,Tablet,1422,85,47,4,0,230364,Truck
2024-05-01,Supplier_D,Japan,Manu_Z,America,WH_Tokyo,DC_Paris,Laptop,1317,226,66,2,0,359541,Rail
2025-03-31,Supplier_D,USA,Manu_Y,Asia,WH_Tokyo,DC_Paris,Router,155,240,98,4,0,48360,Rail
2024-01-24,Supplier_A,Brazil,Manu_Y,Asia,WH_Berlin,DC_Paris,Monitor,528,85,50,7,1,80784,Air
2023-08-08,Supplier_A,Germany,Manu_Z,America,WH_Chicago,DC_Toronto,Router,1678,151,11,4,1,350702,Rail
2023-09-05,Supplier_D,Germany,Manu_Z,America,WH_Tokyo,DC_Seoul,Tablet,1658,249,99,2,1,522270,Sea
2024-12-24,Supplier_A,USA,Manu_X,America,WH_SaoPaulo,DC_Seoul,Tablet,389,217,62,3,2,94916,Truck
2024-04-14,Supplier_A,China,Manu_X,Asia,WH_SaoPaulo,DC_Rio,Monitor,1859,107,100,10,3,269555,Air
2025-01-24,Supplier_C,Germany,Manu_Z,America,WH_Tokyo,DC_Toronto,Tablet,969,295,59,6,1,306204,Truck
2025-01-13,Supplier_C,Germany,Manu_Z,America,WH_Delhi,DC_Rio,Phone,1853,204,78,7,0,509575,Rail
2025-02-16,Supplier_B,Brazil,Manu_X,Europe,WH_Berlin,DC_Seoul,Laptop,680,291,23,2,2,254320,Air
2024-02-12,Supplier_C,Brazil,Manu_X,America,WH_SaoPaulo,DC_Mumbai,Tablet,1167,216,16,6,0,350100,Truck
2024-09-22,Supplier_D,China,Manu_Z,America,WH_SaoPaulo,DC_Rio,Laptop,1520,244,60,6,0,431680,Truck
2024-06-23,Supplier_C,Germany,Manu_Z,Europe,WH_Chicago,DC_Mumbai,Tablet,1979,85,39,9,2,251333,Rail
2023-11-08,Supplier_A,India,Manu_Y,Europe,WH_Delhi,DC_Rio,Laptop,1642,190,79,8,0,476180,Sea
2024-03-19,Supplier_D,China,Manu_Y,Europe,WH_Chicago,DC_Rio,Laptop,1203,108,86,3,1,241803,Rail
2024-04-24,Supplier_A,India,Manu_Y,America,WH_Berlin,DC_Paris,Router,502,149,37,8,0,106424,Truck
2025-07-15,Supplier_A,India,Manu_Y,Asia,WH_Chicago,DC_Toronto,Laptop,528,289,73,7,0,196416,Air
2023-11-10,Supplier_B,USA,Manu_Z,Europe,WH_Chicago,DC_Paris,Monitor,967,99,62,6,2,186631,Rail
2025-06-10,Supplier_D,Germany,Manu_Z,America,WH_Tokyo,DC_Toronto,Router,363,192,30,10,1,91113,Rail
2024-07-04,Supplier_D,China,Manu_Z,America,WH_SaoPaulo,DC_Seoul,Phone,1834,78,70,3,0,273266,Rail
2024-06-19,Supplier_B,Japan,Manu_X,America,WH_SaoPaulo,DC_Seoul,Phone,1881,249,73,9,1,643302,Rail
2024-12-22,Supplier_C,USA,Manu_X,Europe,WH_Tokyo,DC_Mumbai,Router,208,188,100,3,0,48672,Air
2023-10-26,Supplier_B,Brazil,Manu_Z,America,WH_Chicago,DC_Mumbai,Tablet,547,233,24,6,1,160271,Sea
2025-01-24,Supplier_B,Japan,Manu_Y,America,WH_Delhi,DC_Paris,Phone,165,297,82,8,0,57090,Rail
2024-12-07,Supplier_C,India,Manu_Z,Asia,WH_Delhi,DC_Paris,Monitor,947,73,72,4,0,110799,Rail
2025-02-14,Supplier_B,Japan,Manu_Y,Asia,WH_Delhi,DC_Seoul,Router,1800,205,17,2,0,417600,Air
2024-03-20,Supplier_B,USA,Manu_Z,Asia,WH_SaoPaulo,DC_Seoul,Phone,727,91,44,3,0,83605,Truck
2024-05-04,Supplier_C,Brazil,Manu_Z,Asia,WH_Tokyo,DC_Seoul,Monitor,1735,208,38,2,2,449365,Truck
2024-11-20,Supplier_D,China,Manu_Y,America,WH_Berlin,DC_Toronto,Phone,1203,133,18,5,1,217743,Truck
2024-02-10,Supplier_A,China,Manu_Y,Europe,WH_SaoPaulo,DC_Paris,Tablet,1947,105,64,6,2,297891,Truck
2023-08-12,Supplier_C,India,Manu_Y,America,WH_SaoPaulo,DC_Paris,Monitor,1233,117,15,4,0,205911,Air
2025-01-26,Supplier_A,USA,Manu_Z,Europe,WH_Berlin,DC_Seoul,Tablet,909,63,80,4,0,125442,Truck
2025-04-09,Supplier_A,Brazil,Manu_X,America,WH_Chicago,DC_Mumbai,Laptop,977,67,99,7,2,157297,Truck
2025-01-28,Supplier_D,Brazil,Manu_X,Europe,WH_Delhi,DC_Rio,Phone,345,95,10,8,0,55200,Sea
2024-05-15,Supplier_A,Brazil,Manu_Y,America,WH_Chicago,DC_Toronto,Laptop,412,299,12,4,0,133488,Rail
2025-07-04,Supplier_B,Japan,Manu_X,Europe,WH_Delhi,DC_Paris,Monitor,341,129,16,7,1,66495,Air
2024-11-16,Supplier_D,India,Manu_Y,America,WH_Delhi,DC_Paris,Phone,544,292,79,5,1,187136,Truck
2023-08-25,Supplier_A,Germany,Manu_X,America,WH_Berlin,DC_Toronto,Monitor,125,122,15,8,0,22375,Air
2024-02-12,Supplier_A,Brazil,Manu_Y,America,WH_Chicago,DC_Mumbai,Phone,1048,206,18,3,0,312304,Rail
2024-12-26,Supplier_A,Germany,Manu_Y,Asia,WH_Delhi,DC_Mumbai,Tablet,379,190,17,2,0,80727,Truck
2024-04-24,Supplier_D,Brazil,Manu_X,America,WH_Berlin,DC_Seoul,Phone,1128,98,40,4,2,150024,Air
2023-09-25,Supplier_C,USA,Manu_X,America,WH_SaoPaulo,DC_Seoul,Monitor,401,238,82,5,1,125513,Rail
2025-06-18,Supplier_D,Germany,Manu_Y,Europe,WH_Berlin,DC_Rio,Laptop,227,241,55,8,2,75591,Truck
2025-03-05,Supplier_D,India,Manu_Z,America,WH_SaoPaulo,DC_Mumbai,Router,446,256,59,3,0,153424,Sea
2023-11-09,Supplier_A,Brazil,Manu_Y,Asia,WH_SaoPaulo,DC_Mumbai,Laptop,996,111,27,5,1,196212,Air
2024-10-28,Supplier_D,Japan,Manu_X,Europe,WH_Delhi,DC_Seoul,Monitor,1901,123,30,6,0,271843,Truck
2023-10-30,Supplier_A,Germany,Manu_Z,Europe,WH_Delhi,DC_Rio,Monitor,175,175,81,8,1,44275,Rail
2025-07-16,Supplier_A,India,Manu_Z,Europe,WH_Chicago,DC_Paris,Laptop,1474,108,69,7,2,196042,Rail
2023-12-31,Supplier_A,China,Manu_Z,America,WH_SaoPaulo,DC_Paris,Laptop,771,149,90,2,1,147261,Truck
2023-10-09,Supplier_D,India,Manu_X,America,WH_Tokyo,DC_Rio,Router,842,124,93,10,1,155770,Truck
2025-05-22,Supplier_D,Brazil,Manu_Z,Asia,WH_Berlin,DC_Toronto,Tablet,722,173,88,4,0,168948,Sea
2024-08-30,Supplier_C,USA,Manu_X,America,WH_Delhi,DC_Seoul,Phone,1580,145,94,10,0,371300,Rail
2024-05-26,Supplier_C,Japan,Manu_Y,Asia,WH_Tokyo,DC_Rio,Router,1611,247,10,4,0,467190,Truck
2024-01-09,Supplier_C,Japan,Manu_Z,Europe,WH_Berlin,DC_Mumbai,Monitor,141,125,61,2,0,29046,Rail
2024-06-26,Supplier_A,China,Manu_Z,Asia,WH_Berlin,DC_Seoul,Laptop,469,266,85,2,0,141169,Rail
2025-05-04,Supplier_B,Germany,Manu_Z,Asia,WH_Berlin,DC_Rio,Phone,1904,258,73,5,1,575008,Rail
2025-07-16,Supplier_D,China,Manu_X,Europe,WH_Chicago,DC_Rio,Laptop,1621,222,67,2,1,402008,Sea
2024-03-10,Supplier_A,Brazil,Manu_X,America,WH_SaoPaulo,DC_Seoul,Phone,1799,271,26,10,0,662032,Truck
2025-06-14,Supplier_B,USA,Manu_Y,Asia,WH_Berlin,DC_Seoul,Tablet,452,113,98,8,1,68704,Truck
2023-08-11,Supplier_A,Germany,Manu_X,Europe,WH_Berlin,DC_Rio,Phone,1319,201,53,8,0,389105,Rail
2024-05-22,Supplier_A,Japan,Manu_Z,Europe,WH_Chicago,DC_Paris,Phone,352,69,10,6,1,36960,Air
2023-11-14,Supplier_A,Germany,Manu_Y,Europe,WH_SaoPaulo,DC_Seoul,Router,1151,271,50,9,0,361414,Air
2023-10-29,Supplier_B,USA,Manu_X,Europe,WH_Tokyo,DC_Toronto,Tablet,477,201,27,7,0,123543,Air
2023-10-14,Supplier_D,China,Manu_Z,Asia,WH_Chicago,DC_Seoul,Router,332,287,43,5,0,120848,Sea
2025-02-05,Supplier_B,China,Manu_Z,Europe,WH_Delhi,DC_Paris,Phone,923,141,15,7,0,174447,Sea
2025-01-19,Supplier_D,India,Manu_Y,Asia,WH_Chicago,DC_Paris,Tablet,1623,134,71,6,1,318108,Air
2024-03-02,Supplier_A,India,Manu_Z,Asia,WH_Tokyo,DC_Paris,Monitor,207,179,39,3,0,52992,Sea
2024-08-17,Supplier_A,China,Manu_X,America,WH_SaoPaulo,DC_Seoul,Router,208,81,69,5,1,30576,Sea
2025-01-19,Supplier_A,USA,Manu_Z,America,WH_Delhi,DC_Paris,Router,1939,256,49,7,2,597212,Air
2023-08-26,Supplier_A,Japan,Manu_Z,Asia,WH_SaoPaulo,DC_Toronto,Phone,1028,296,63,6,2,341296,Sea
2024-06-28,Supplier_D,USA,Manu_Z,America,WH_Berlin,DC_Rio,Router,1943,262,22,3,1,639247,Air
2024-05-27,Supplier_D,Japan,Manu_X,America,WH_Tokyo,DC_Paris,Laptop,1041,258,67,3,0,293562,Sea
2025-05-09,Supplier_C,Germany,Manu_X,Europe,WH_Chicago,DC_Rio,Tablet,949,195,18,6,1,207831,Air
2025-06-22,Supplier_C,Japan,Manu_X,America,WH_Delhi,DC_Rio,Laptop,1523,165,19,10,3,379227,Air
2024-04-01,Supplier_C,USA,Manu_Z,Asia,WH_SaoPaulo,DC_Paris,Phone,1356,245,18,8,1,427140,Air
2023-10-23,Supplier_C,Germany,Manu_X,Asia,WH_SaoPaulo,DC_Toronto,Phone,1607,66,65,4,1,147844,Sea
2023-11-05,Supplier_A,Brazil,Manu_Y,Asia,WH_Chicago,DC_Rio,Phone,442,98,11,6,0,80886,Truck
2024-03-10,Supplier_D,India,Manu_Z,Europe,WH_Delhi,DC_Rio,Monitor,709,298,20,5,1,257367,Rail
2023-11-13,Supplier_C,Germany,Manu_Z,Asia,WH_Delhi,DC_Rio,Phone,734,95,23,10,1,123312,Air
2023-08-25,Supplier_C,China,Manu_Z,Europe,WH_Delhi,DC_Paris,Tablet,120,199,87,3,1,33600,Truck
2025-05-21,Supplier_D,China,Manu_X,America,WH_Tokyo,DC_Seoul,Phone,957,82,21,8,0,125367,Truck
2024-05-01,Supplier_B,Japan,Manu_X,Europe,WH_Tokyo,DC_Paris,Laptop,158,196,41,3,0,38868,Truck
2024-11-05,Supplier_D,Japan,Manu_Z,America,WH_Chicago,DC_Toronto,Monitor,1598,162,90,3,1,394706,Rail
2024-11-17,Supplier_B,Germany,Manu_Y,America,WH_Berlin,DC_Mumbai,Phone,1419,297,24,6,0,554829,Truck
2024-03-28,Supplier_C,Germany,Manu_Z,Europe,WH_Chicago,DC_Seoul,Laptop,770,107,55,5,0,130900,Rail
2023-11-16,Supplier_A,China,Manu_X,Asia,WH_Tokyo,DC_Paris,Phone,522,203,68,9,1,152946,Rail
2024-10-20,Supplier_A,Brazil,Manu_Z,America,WH_Berlin,DC_Toronto,Laptop,920,128,22,9,2,152720,Truck
2024-11-19,Supplier_A,Brazil,Manu_Z,Asia,WH_Tokyo,DC_Mumbai,Monitor,551,299,33,8,0,203870,Air
2024-09-05,Supplier_A,Japan,Manu_Z,Asia,WH_Chicago,DC_Toronto,Tablet,1192,64,26,6,1,151384,Sea
2024-08-26,Supplier_B,Germany,Manu_Y,Asia,WH_Berlin,DC_Toronto,Tablet,105,269,43,3,0,32760,Truck
2025-07-28,Supplier_C,Brazil,Manu_Y,America,WH_Delhi,DC_Paris,Monitor,824,232,48,8,2,272744,Air
2025-07-02,Supplier_B,Brazil,Manu_X,Europe,WH_Berlin,DC_Paris,Tablet,287,128,21,4,1,51947,Rail
2023-11-03,Supplier_C,Japan,Manu_Z,Europe,WH_Berlin,DC_Mumbai,Phone,1096,240,14,5,1,312360,Sea
2024-07-26,Supplier_C,USA,Manu_Y,America,WH_Delhi,DC_Mumbai,Laptop,1307,272,36,5,0,439152,Rail
2025-04-05,Supplier_A,China,Manu_X,America,WH_Tokyo,DC_Mumbai,Router,862,249,79,4,1,268082,Truck
2024-09-20,Supplier_D,Japan,Manu_X,America,WH_Delhi,DC_Seoul,Monitor,283,200,77,6,0,76410,Air
2025-01-01,Supplier_B,Germany,Manu_X,America,WH_Berlin,DC_Rio,Tablet,1168,274,76,3,1,423984,Air
2024-07-15,Supplier_A,Germany,Manu_Y,Asia,WH_Delhi,DC_Rio,Phone,909,196,83,6,2,235431,Sea
2025-03-22,Supplier_D,Germany,Manu_Z,Asia,WH_Berlin,DC_Seoul,Monitor,950,212,55,3,0,228000,Air
2025-02-22,Supplier_A,USA,Manu_Z,Asia,WH_Delhi,DC_Mumbai,Phone,828,252,31,8,0,227700,Sea
2023-10-13,Supplier_C,India,Manu_X,Europe,WH_Delhi,DC_Rio,Laptop,1968,86,55,9,0,251904,Sea
2024-03-14,Supplier_A,China,Manu_X,Asia,WH_Berlin,DC_Mumbai,Monitor,220,52,15,2,2,25740,Air
2023-10-23,Supplier_D,China,Manu_X,Europe,WH_SaoPaulo,DC_Rio,Phone,449,94,82,8,1,73187,Rail
2025-03-08,Supplier_D,USA,Manu_Y,Asia,WH_Tokyo,DC_Toronto,Monitor,1923,79,49,8,0,221145,Truck
2023-12-31,Supplier_A,Brazil,Manu_Z,Asia,WH_Delhi,DC_Rio,Router,859,282,13,9,0,328138,Truck
2024-09-11,Supplier_A,USA,Manu_X,America,WH_Tokyo,DC_Mumbai,Tablet,612,215,67,9,0,159732,Air
2025-02-25,Supplier_B,Germany,Manu_X,Asia,WH_SaoPaulo,DC_Toronto,Monitor,1454,128,84,10,1,223916,Rail
2023-11-02,Supplier_A,Japan,Manu_Z,Europe,WH_Tokyo,DC_Toronto,Tablet,262,226,27,9,0,83578,Rail
2023-11-07,Supplier_C,Germany,Manu_X,Asia,WH_Berlin,DC_Paris,Laptop,732,209,65,7,1,215940,Air
2024-05-20,Supplier_D,India,Manu_X,America,WH_Chicago,DC_Rio,Router,542,182,87,5,1,124660,Sea
2025-03-26,Supplier_C,China,Manu_Z,Asia,WH_Tokyo,DC_Mumbai,Router,395,235,86,9,0,114945,Truck
2025-07-17,Supplier_B,Germany,Manu_Y,America,WH_Chicago,DC_Rio,Router,471,174,75,8,2,101736,Sea
2023-09-30,Supplier_A,China,Manu_X,America,WH_Chicago,DC_Toronto,Router,1481,195,55,7,0,337668,Air
2023-12-19,Supplier_B,China,Manu_X,Asia,WH_SaoPaulo,DC_Paris,Router,534,132,58,3,1,90780,Sea
2025-07-25,Supplier_C,China,Manu_Z,Asia,WH_SaoPaulo,DC_Toronto,Router,1718,84,36,7,2,305804,Truck
2023-08-26,Supplier_C,USA,Manu_Z,Asia,WH_Chicago,DC_Paris,Router,458,83,82,5,0,81982,Sea
2023-08-17,Supplier_D,India,Manu_Z,Europe,WH_Tokyo,DC_Paris,Router,1101,161,66,5,1,277452,Air
2024-08-24,Supplier_B,Japan,Manu_X,America,WH_SaoPaulo,DC_Paris,Monitor,959,174,31,9,0,244545,Air
2024-04-16,Supplier_C,Germany,Manu_Y,Asia,WH_SaoPaulo,DC_Toronto,Router,620,160,75,8,1,146940,Air
2024-06-24,Supplier_D,Brazil,Manu_Z,America,WH_Tokyo,DC_Mumbai,Laptop,1285,288,67,5,0,470310,Air
2024-10-08,Supplier_B,Japan,Manu_Z,America,WH_SaoPaulo,DC_Toronto,Monitor,707,140,53,6,1,122311,Truck
2025-01-08,Supplier_C,USA,Manu_Z,America,WH_Tokyo,DC_Toronto,Phone,859,173,88,7,1,205301,Sea
2024-11-07,Supplier_A,China,Manu_Z,America,WH_Delhi,DC_Seoul,Router,1129,152,35,10,1,250638,Air
2024-03-28,Supplier_B,Germany,Manu_X,America,WH_Delhi,DC_Toronto,Laptop,143,164,50,4,0,37752,Air
2025-02-06,Supplier_B,Japan,Manu_X,America,WH_Chicago,DC_Toronto,Router,1570,158,88,10,1,361100,Rail
2024-02-18,Supplier_C,Germany,Manu_X,Asia,WH_SaoPaulo,DC_Rio,Monitor,317,291,96,3,1,121094,Air
2025-08-03,Supplier_B,Japan,Manu_Z,America,WH_Berlin,DC_Rio,Phone,1389,75,75,8,0,201405,Rail
2024-04-30,Supplier_A,India,Manu_Y,America,WH_SaoPaulo,DC_Paris,Router,154,90,74,10,1,18018,Air
2024-02-13,Supplier_D,Japan,Manu_Z,Asia,WH_Delhi,DC_Toronto,Router,1347,236,30,6,1,444510,Sea
2024-05-16,Supplier_A,Brazil,Manu_Z,America,WH_Tokyo,DC_Toronto,Laptop,626,92,92,10,1,88892,Air
2023-12-06,Supplier_C,USA,Manu_X,America,WH_Delhi,DC_Mumbai,Tablet,634,300,24,10,0,225070,Sea
